service_id,date,exception_type
BLUS:HAAO001:1:001MFBLUS:I:46,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:46,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:47,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:47,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:48,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:49,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:49,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:50,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:51,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:51,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:52,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:53,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:53,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:54,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:55,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:55,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:56,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:57,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:57,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250616,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250617,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250618,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250619,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250620,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250623,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250624,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250625,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250626,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250627,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250630,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250701,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250702,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250703,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250704,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250707,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250708,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250709,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250710,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250711,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250714,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250715,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250716,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250717,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250718,2
BLUS:HAAO001:1:001MFBLUS:I:58,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:59,20250616,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250617,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250618,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250619,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250620,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250623,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250624,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250625,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250626,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250627,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250630,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250701,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250702,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250703,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250704,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250707,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250708,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250709,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250710,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250711,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250714,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250715,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250716,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250717,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250718,1
BLUS:HAAO001:1:001MFBLUS:I:59,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:60,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:61,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:62,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:63,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:64,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:65,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:66,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:67,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:68,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:69,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:70,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:71,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:72,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:73,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:74,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:75,20250825,2
BLUS:HAAO001:1:001MFBLUS:I:78,20250825,2
BLUS:HAAO001:1:001SABLUS:O:1,20250825,2
BLUS:HAAO001:1:001SABLUS:O:2,20250825,2
BLUS:HAAO001:1:001SABLUS:O:3,20250825,2
BLUS:HAAO001:1:001SABLUS:O:4,20250825,2
BLUS:HAAO001:1:001SABLUS:O:5,20250825,2
BLUS:HAAO001:1:001SABLUS:O:6,20250825,2
BLUS:HAAO001:1:001SABLUS:O:7,20250825,2
BLUS:HAAO001:1:001SABLUS:O:8,20250825,2
BLUS:HAAO001:1:001SABLUS:O:9,20250825,2
BLUS:HAAO001:1:001SABLUS:O:10,20250825,2
BLUS:HAAO001:1:001SABLUS:O:11,20250825,2
BLUS:HAAO001:1:001SABLUS:O:12,20250825,2
BLUS:HAAO001:1:001SABLUS:O:13,20250825,2
BLUS:HAAO001:1:001SABLUS:O:14,20250825,2
BLUS:HAAO001:1:001SABLUS:O:15,20250825,2
BLUS:HAAO001:1:001SABLUS:O:16,20250825,2
BLUS:HAAO001:1:001SABLUS:O:17,20250825,2
BLUS:HAAO001:1:001SABLUS:O:18,20250825,2
BLUS:HAAO001:1:001SABLUS:O:19,20250825,2
BLUS:HAAO001:1:001SABLUS:O:20,20250825,2
BLUS:HAAO001:1:001SABLUS:O:21,20250825,2
BLUS:HAAO001:1:001SABLUS:O:22,20250825,2
BLUS:HAAO001:1:001SABLUS:O:23,20250825,2
BLUS:HAAO001:1:001SABLUS:O:24,20250825,2
BLUS:HAAO001:1:001SABLUS:O:25,20250825,2
BLUS:HAAO001:1:001SABLUS:O:26,20250825,2
BLUS:HAAO001:1:001SABLUS:O:27,20250825,2
BLUS:HAAO001:1:001SABLUS:O:28,20250825,2
BLUS:HAAO001:1:001SABLUS:O:29,20250825,2
BLUS:HAAO001:1:001SABLUS:O:30,20250825,2
BLUS:HAAO001:1:001SABLUS:O:31,20250825,2
BLUS:HAAO001:1:001SABLUS:O:32,20250825,2
BLUS:HAAO001:1:001SABLUS:O:33,20250825,2
BLUS:HAAO001:1:001SABLUS:O:34,20250825,2
BLUS:HAAO001:1:001SABLUS:O:35,20250825,2
BLUS:HAAO001:1:001SABLUS:O:36,20250825,2
BLUS:HAAO001:1:001SABLUS:O:37,20250825,2
BLUS:HAAO001:1:001SABLUS:O:38,20250825,2
BLUS:HAAO001:1:001SABLUS:O:39,20250825,2
BLUS:HAAO001:1:001SABLUS:O:40,20250825,2
BLUS:HAAO001:1:001SABLUS:O:41,20250825,2
BLUS:HAAO001:1:001SABLUS:O:42,20250825,2
BLUS:HAAO001:1:001SABLUS:O:43,20250825,2
BLUS:HAAO001:1:001SABLUS:O:44,20250825,2
BLUS:HAAO001:1:001SABLUS:O:45,20250825,2
BLUS:HAAO001:1:001SABLUS:O:46,20250825,2
BLUS:HAAO001:1:001SABLUS:O:47,20250825,2
BLUS:HAAO001:1:001SABLUS:O:48,20250825,2
BLUS:HAAO001:1:001SABLUS:O:49,20250825,2
BLUS:HAAO001:1:001SABLUS:O:50,20250825,2
BLUS:HAAO001:1:001SABLUS:O:51,20250825,2
BLUS:HAAO001:1:001SABLUS:O:52,20250825,2
BLUS:HAAO001:1:001SABLUS:O:53,20250825,2
BLUS:HAAO001:1:001SABLUS:O:54,20250825,2
BLUS:HAAO001:1:001SABLUS:O:55,20250825,2
BLUS:HAAO001:1:001SABLUS:I:1,20250825,2
BLUS:HAAO001:1:001SABLUS:I:2,20250825,2
BLUS:HAAO001:1:001SABLUS:I:3,20250825,2
BLUS:HAAO001:1:001SABLUS:I:4,20250825,2
BLUS:HAAO001:1:001SABLUS:I:5,20250825,2
BLUS:HAAO001:1:001SABLUS:I:6,20250825,2
BLUS:HAAO001:1:001SABLUS:I:7,20250825,2
BLUS:HAAO001:1:001SABLUS:I:8,20250825,2
BLUS:HAAO001:1:001SABLUS:I:9,20250825,2
BLUS:HAAO001:1:001SABLUS:I:10,20250825,2
BLUS:HAAO001:1:001SABLUS:I:11,20250825,2
BLUS:HAAO001:1:001SABLUS:I:12,20250825,2
BLUS:HAAO001:1:001SABLUS:I:13,20250825,2
BLUS:HAAO001:1:001SABLUS:I:14,20250825,2
BLUS:HAAO001:1:001SABLUS:I:15,20250825,2
BLUS:HAAO001:1:001SABLUS:I:16,20250825,2
BLUS:HAAO001:1:001SABLUS:I:17,20250825,2
BLUS:HAAO001:1:001SABLUS:I:18,20250825,2
